timestamp,signal,close,position,action,exec_price,fee,order_id,stop_loss,take_profit,best_factor,equity,mode
2025-11-07 19:59:58.510420,1,3258.41,1,open_long_0.01,3259.39,0.0,83418104,1629.205,,3.0,4950.38610953,BINANCE-USDM-TEST
2025-11-07 20:00:02.138606,1,3259.5,1,,,,,1629.75,,3.0,4950.510861520001,BINANCE-USDM-TEST
2025-11-07 20:05:01.779561,1,3256.04,1,,,,,1628.02,,3.0,4949.87760302,BINANCE-USDM-TEST
2025-11-07 20:10:02.316850,1,3260.17,1,,,,,1630.085,,3.0,4950.11284228,BINANCE-USDM-TEST
2025-11-07 20:15:02.613828,1,3246.22,1,,,,,1623.11,,3.0,4949.3129670299995,BINANCE-USDM-TEST
2025-11-07 20:20:03.527884,1,3238.01,1,,,,,1619.005,,4.0,4949.2108670299995,BINANCE-USDM-TEST
2025-11-07 20:25:02.467045,-1,3231.12,-1,close_long_0.01|open_short_0.01,3231.12,0.0,83462464|83462466,4846.68,,2.0,4949.13776308,BINANCE-USDM-TEST
2025-11-07 20:30:01.835546,-1,3213.51,-1,,,,,4820.265,,2.5,4949.30759949,BINANCE-USDM-TEST
2025-11-07 20:35:01.469082,-1,3202.95,-1,,,,,4804.424999999999,,2.5,4949.410210030001,BINANCE-USDM-TEST
2025-11-07 20:40:01.705176,-1,3211.11,-1,,,,,4816.665,,2.5,4949.33206442,BINANCE-USDM-TEST
2025-11-07 20:45:03.399785,-1,3211.81,-1,,,,,4817.715,,2.5,4949.32598695,BINANCE-USDM-TEST
2025-11-07 20:50:01.954902,-1,3200.0,-1,,,,,4800.0,,2.5,4949.44408695,BINANCE-USDM-TEST
2025-11-07 20:55:01.557559,-1,3205.31,-1,,,,,4807.965,,2.5,4949.39398695,BINANCE-USDM-TEST
2025-11-07 21:00:01.788790,-1,3220.15,-1,,,,,4830.225,,2.5,4949.24258695,BINANCE-USDM-TEST
2025-11-07 21:05:03.943983,-1,3213.99,-1,,,,,4820.985,,2.5,4949.29817972,BINANCE-USDM-TEST
2025-11-07 21:10:01.895153,-1,3216.4,-1,,,,,4824.6,,2.5,4949.245286949999,BINANCE-USDM-TEST
2025-11-07 21:15:03.055471,-1,3227.72,-1,,,,,4841.58,,2.5,4949.16592274,BINANCE-USDM-TEST
2025-11-07 21:20:01.592617,-1,3229.99,-1,,,,,4844.985,,2.5,4949.1351869499995,BINANCE-USDM-TEST
2025-11-07 21:25:02.107004,-1,3234.35,-1,,,,,4851.525,,2.0,4949.092186950001,BINANCE-USDM-TEST
2025-11-07 21:30:01.287210,-1,3229.53,-1,,,,,4844.295,,2.5,4949.09211694,BINANCE-USDM-TEST
2025-11-07 21:35:02.100081,-1,3229.91,-1,,,,,4844.865,,2.5,4949.093986950001,BINANCE-USDM-TEST
2025-11-07 21:40:01.653574,1,3235.0,1,close_short_0.01|open_long_0.01,3235.0,0.0,83583001|83583014,1617.5,,3.0,4949.0767858,BINANCE-USDM-TEST
2025-11-07 21:45:03.876603,-1,3233.77,-1,close_long_0.01|open_short_0.01,3233.77,0.0,83591387|83591392,4850.655,,2.5,4949.02037684,BINANCE-USDM-TEST
2025-11-07 21:50:02.082646,-1,3238.71,-1,,,,,4858.0650000000005,,1.5,4948.96716803,BINANCE-USDM-TEST
2025-11-07 21:55:01.690765,-1,3242.4,-1,,,,,4863.6,,1.5,4948.94206506,BINANCE-USDM-TEST
2025-11-07 22:00:02.220888,-1,3238.29,-1,,,,,4857.4349999999995,,1.5,4948.97880206,BINANCE-USDM-TEST
2025-11-07 22:05:01.519014,-1,3235.31,-1,,,,,4852.965,,1.5,4949.00198173,BINANCE-USDM-TEST
2025-11-07 22:10:03.183884,-1,3229.56,-1,,,,,4844.34,,1.5,4949.054068029999,BINANCE-USDM-TEST
2025-11-07 22:15:02.520501,-1,3237.06,-1,,,,,4855.59,,1.0,4948.99826803,BINANCE-USDM-TEST
2025-11-07 22:20:01.958523,-1,3231.47,-1,,,,,4847.205,,1.0,4949.0379691,BINANCE-USDM-TEST
2025-11-07 22:25:01.509168,-1,3226.09,-1,,,,,4839.135,,1.0,4949.10036803,BINANCE-USDM-TEST
2025-11-07 22:30:01.690097,-1,3227.51,-1,,,,,4841.265,,1.0,4949.07826803,BINANCE-USDM-TEST
2025-11-07 22:35:02.250382,-1,3223.15,-1,,,,,4834.725,,1.0,4949.125468030001,BINANCE-USDM-TEST
2025-11-07 22:40:02.129015,1,3197.52,1,close_short_0.01|open_long_0.01,3207.52,0.0,83672502|83672514,1598.76,,1.5,4949.38856803,BINANCE-USDM-TEST
2025-11-07 22:45:02.759320,1,3254.15,1,,,,,1627.075,,3.5,4949.72680035,BINANCE-USDM-TEST
2025-11-07 22:50:03.278548,1,3262.54,1,,,,,1631.27,,3.5,4949.8074003500005,BINANCE-USDM-TEST
2025-11-07 22:55:02.495294,1,3278.89,1,,,,,1639.445,,3.5,4949.96998612,BINANCE-USDM-TEST
2025-11-07 23:00:01.732426,1,3283.44,1,,,,,1641.72,,3.5,4950.0313003500005,BINANCE-USDM-TEST
