timestamp,signal,close,position,action,exec_price,fee,order_id,stop_loss,take_profit,best_factor,equity,mode
2025-10-25 12:15:30.537991,-1,111150.0,0,,,,,111527.52277025084,110394.95445949832,3.0,115248.89886383475,OKX-DEMO-SWAP
2025-10-25 12:20:02.376461,-1,111184.5,0,,,,,111605.94277025085,110341.61445949829,3.0,115248.89886383475,OKX-DEMO-SWAP
2025-10-25 12:20:08.162977,-1,111180.0,-1,,,,,111587.18849322575,110365.6230135485,3.0,115241.96813078475,OKX-DEMO-SWAP
2025-10-25 12:21:21.164230,-1,111326.8,-1,sell_open_short,111326.8,0.0,2981770330236833792,111707.90849322577,110564.58301354847,3.0,115220.55929209974,OKX-DEMO-SWAP
2025-10-25 12:24:50.941937,-1,111309.9,-1,sell_open_short,111309.9,0.0,2981777376298455040,111707.90849322577,110513.88301354845,3.0,115216.31106846477,OKX-DEMO-SWAP
2025-10-25 12:25:01.253194,-1,111309.8,-1,sell_open_short,111309.8,0.0,2981777722378866688,111707.90849322577,110513.58301354847,3.0,115210.78296476977,OKX-DEMO-SWAP
2025-10-25 12:35:42.774611,-1,111225.9,-1,,,,,111613.53019156159,110450.63961687681,3.0,115244.70296476976,OKX-DEMO-SWAP
2025-10-25 12:36:33.463420,-1,111225.9,0,,,,,111631.93019156158,110413.83961687682,3.0,115222.09778476975,OKX-DEMO-SWAP
2025-10-25 12:40:02.353007,-1,111291.7,0,,,,,111683.38217240541,110508.33565518916,3.0,115222.09778476975,OKX-DEMO-SWAP
2025-10-25 12:40:26.934897,-1,111300.0,-1,open_short_103,111300.0,0.0,2981808784521875456,111688.82217240542,110522.35565518917,3.0,115222.09778476975,OKX-DEMO-SWAP
2025-10-25 12:42:36.301981,-1,111270.7,-1,open_short_103,111270.7,0.0,2981813125056090112,111712.44217240543,110387.21565518914,3.0,115086.74553626975,OKX-DEMO-SWAP
2025-10-25 12:45:01.739167,-1,111225.8,-1,close_short_21,111225.8,0.0,2981818011017596928,111717.30217240543,110242.79565518915,3.0,115065.19746914474,OKX-DEMO-SWAP
2025-10-25 12:52:03.971293,-1,111227.1,-1,open_short_103,111227.1,0.0,2981832167766675456,111628.82275964839,110423.65448070323,3.0,114976.36609055975,OKX-DEMO-SWAP
2025-10-25 12:54:59.919481,-1,111248.1,0,,,,,111634.60275964839,110475.09448070324,3.0,500.0988510597563,OKX-DEMO-SWAP
2025-10-25 12:56:16.834681,-1,111209.8,0,,,,,111628.55748368354,110372.28503263292,3.0,500.0988510597563,OKX-DEMO-SWAP
2025-10-25 12:57:55.289319,-1,111200.0,0,,,,,111637.23748368355,110325.5250326329,3.0,500.0988510597563,OKX-DEMO-SWAP
2025-10-25 12:59:55.505209,-1,111175.8,-1,open_short_1,111175.8,0.0,2981847989822214144,111647.79748368356,110231.80503263288,3.0,500.0988510597563,OKX-DEMO-SWAP
2025-10-25 13:00:01.491243,-1,111175.5,-1,,,,,111647.79748368356,110230.90503263287,3.0,499.5010035447564,OKX-DEMO-SWAP
2025-10-25 13:05:01.779038,-1,111131.3,-1,,,,,111498.99746178369,110395.90507643264,3.0,500.0290035447564,OKX-DEMO-SWAP
2025-10-25 13:36:22.779978,-1,111210.0,-1,open_short_1,111210.0,0.0,2981921382156259328,111655.25638756406,110319.48722487187,3.5,497.93424342975635,OKX-DEMO-SWAP
2025-11-12 12:00:05.673125,BTC/USDC:USDC,0,103256.6,0,,,,,,,3.0,0.0,BINANCE-USDM-TEST
2025-11-12 12:00:07.088876,ETH/USDC:USDC,0,3437.49,0,,,,,,,3.0,0.0,BINANCE-USDM-TEST
2025-11-12 12:00:09.583056,SOL/USDC:USDC,0,154.81,0,,,,,,,3.0,0.0,BINANCE-USDM-TEST
2025-11-12 12:15:03.320066,BTC/USDC:USDC,0,103376.4,0,,,,,,,3.0,0.0,BINANCE-USDM-TEST
2025-11-12 12:15:04.462082,ETH/USDC:USDC,0,3440.05,0,,,,,,,3.0,0.0,BINANCE-USDM-TEST
2025-11-12 12:15:06.765068,SOL/USDC:USDC,-1,154.73,0,,,,,,,3.0,0.0,BINANCE-USDM-TEST
2025-11-12 12:15:09.309252,BNB/USDC:USDC,0,962.17,0,,,,,,,3.0,0.0,BINANCE-USDM-TEST
2025-11-12 12:30:06.346080,BTC/USDC:USDC,0,103150.0,0,,,,,,,3.0,4990.41975804,BINANCE-USDM-TEST
2025-11-12 12:30:07.641567,ETH/USDC:USDC,0,3432.01,0,,,,,,,3.0,4990.41975804,BINANCE-USDM-TEST
2025-11-12 12:30:09.965769,SOL/USDC:USDC,-1,154.53,-1,open_short_4.8441271190448445,154.080248,0.0,79167066,156.39145172,149.45784056,3.0,4990.41975804,BINANCE-USDM-TEST
2025-11-12 12:30:11.767692,BNB/USDC:USDC,-1,959.55,-1,open_short_0.7797184572846646,959.41,0.0,67555090,973.8011499999999,930.6276999999999,3.0,4987.85897125,BINANCE-USDM-TEST
