timestamp,signal,close,position,action,exec_price,fee,order_id,stop_loss,take_profit,best_factor,equity,mode
2025-11-01 22:28:48.095827,0,109798.4,0,,,,,,,,0.0,OKX-DEMO-SWAP,0.0007122665826489841
2025-11-01 22:30:02.992766,0,109828.0,0,,,,,,,,0.0,OKX-DEMO-SWAP,0.0007637918486025881
2025-11-01 22:31:32.741496,0,109818.7,0,,,,,,,,5000.0,OKX-DEMO-SWAP,0.0006861179828085695
2025-11-01 22:35:03.577215,0,109832.9,0,,,,,,,,5000.0,OKX-DEMO-SWAP,0.0006860292764614196
2025-11-01 22:40:12.457110,-1,109842.3,0,,,,,164763.45,,2.0,5000.0,BINANCE-USDM-TEST
2025-11-01 22:41:19.608095,-1,109836.4,0,,,,,164754.59999999998,,2.0,5000.0,BINANCE-USDM-TEST
2025-11-01 22:44:13.388728,-1,109901.3,0,,,,,164851.95,,2.0,5000.0,BINANCE-USDM-TEST
2025-11-01 22:45:05.002627,-1,109884.5,0,,,,,164826.75,,2.0,5000.0,BINANCE-USDM-TEST
