timestamp,signal,close,position,action,exec_price,fee,order_id,stop_loss,take_profit,best_factor,equity,mode
2025-11-11 10:24:30.667816,-1,158.64,-1,open_short_3.0,158.18,0.0,67909649,237.95999999999998,,2.3,0.0,BINANCE-USDM-TEST
2025-11-11 10:25:56.049309,-1,159.08,-1,,,,,238.62,,2.3,0.0,BINANCE-USDM-TEST
2025-11-11 10:27:04.300599,1,158.96,1,open_long_3.0,159.16,0.0,67910673,79.48,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 10:29:06.241784,1,158.71,1,open_long_3.0,159.18,0.0,67911325,79.355,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 10:30:01.425433,-1,157.71,-1,close_long_3.0|open_short_3.0,157.67,0.0,67911878|67911880,236.565,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 10:31:02.366118,1,157.59,1,close_short_3.0|open_long_3.0,157.59,0.0,67912334|67912335,78.795,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 10:49:03.946422,-1,161.02,-1,close_long_3.0|open_short_3.0,161.02,0.0,67919779|67919785,241.53000000000003,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 10:50:01.987522,1,161.32,1,close_short_3.0|open_long_3.0,161.78,0.0,67920102|67920106,80.66,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 10:50:25.164316,1,161.34,0,,,,,80.67,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 10:52:31.585819,1,161.57,1,open_long_3.0,161.3981333,0.0,1018793048,80.785,,0.8,0.0,BINANCE-USDM
2025-11-11 10:56:02.441022,-1,160.69,-1,close_long_3.0|open_short_3.0,160.7865,0.0,1018867848|1018867902,241.035,,0.8,0.0,BINANCE-USDM
2025-11-11 10:57:00.988173,1,162.9,1,,,,,81.45,,0.8,0.0,BINANCE-USDM
2025-11-11 11:02:03.281468,-1,162.2,-1,close_long_3.0|open_short_3.0,162.2,0.0,67924088|67924089,243.29999999999998,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 11:04:02.394099,1,161.52,1,close_short_3.0|open_long_3.0,161.52,0.0,67924705|67924706,80.76,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 11:04:09.355397,1,161.84,1,,,,,80.92,,2.0,0.0,BINANCE-USDM
2025-11-11 11:06:02.059764,-1,160.86,-1,open_short_3.0,160.77,0.0,1019125910,241.29000000000002,,0.8,0.0,BINANCE-USDM
2025-11-11 11:06:02.086417,-1,160.92,-1,close_long_3.0|open_short_3.0,160.92,0.0,67925356|67925358,241.38,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 11:07:02.367440,1,161.25,1,close_short_3.0|open_long_3.0,161.4,0.0,67925621|67925622,80.625,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 11:07:27.003869,-1,161.24,-1,,,,,241.86,,0.8,0.0,BINANCE-USDM
2025-11-11 11:20:28.755814,-1,163.4,-1,open_short_3.0,163.5734667,0.0,1019433749,245.10000000000002,,1.8,0.0,BINANCE-USDM
2025-11-11 11:23:01.474370,-1,163.09,-1,close_long_3.0|open_short_3.0,163.09,0.0,67930455|67930456,244.635,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 11:24:02.286411,1,162.86,1,close_short_3.0|open_long_3.0,163.66,0.0,67930811|67930812,81.43,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 11:25:01.496981,-1,162.62,-1,close_long_3.0|open_short_3.0,162.59,0.0,67931223|67931224,243.93,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 11:26:01.898980,1,163.7,1,close_short_3.0|open_long_3.0,163.7,0.0,67931582|67931583,81.85,,0.8,0.0,BINANCE-USDM-TEST
2025-11-11 13:03:33.209561,0,158.07,0,,,,,,,3.0,0.0,BINANCE-USDM-TEST
